original_id,Entity Group ID,Entity Category,Entity Subgroup ID,Name,original_classification_dict
8585,Firm,,Contractor,Corporation of The Presiding Bishop of The Church of Jesus Christ of Latter,"{'original_id': 8585, 'Name': 'Corporation of The Presiding Bishop of The Church of Jesus Christ of Latter', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8586,Firm,,Contractor,Treasure Valley Family YMCA,"{'original_id': 8586, 'Name': 'Treasure Valley Family YMCA', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8588,Firm,,Contractor,"Van Slyke Farms, Inc.","{'original_id': 8588, 'Name': 'Van Slyke Farms, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8589,Firm,,Contractor,W & S Investments Inc.,"{'original_id': 8589, 'Name': 'W & S Investments Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8591,Firm,,Contractor,Walgreen Co.,"{'original_id': 8591, 'Name': 'Walgreen Co.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8592,Firm,,Contractor,"West Sunset Avenue, LLC","{'original_id': 8592, 'Name': 'West Sunset Avenue, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8595,Firm,,Contractor,Westmark Commercial Finance Corporation,"{'original_id': 8595, 'Name': 'Westmark Commercial Finance Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8596,Firm,,Contractor,"Williamson Orchards, Inc.","{'original_id': 8596, 'Name': 'Williamson Orchards, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8598,Firm,,Contractor,WL Victory Crossing LLC,"{'original_id': 8598, 'Name': 'WL Victory Crossing LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8599,Firm,,Contractor,"Zatica Family, LLLP","{'original_id': 8599, 'Name': 'Zatica Family, LLLP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8610,Firm,,Contractor,Intermountain Wind and Solar of Idaho,"{'original_id': 8610, 'Name': 'Intermountain Wind and Solar of Idaho', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8611,Firm,,Contractor,"Orchard Ranch Solar, LLC","{'original_id': 8611, 'Name': 'Orchard Ranch Solar, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8615,Firm,,Contractor,"B1, LLC","{'original_id': 8615, 'Name': 'B1, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8616,Firm,Financial Services,Bank,Bank of The Cascades,"{'original_id': 8616, 'Name': 'Bank of The Cascades', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8619,Firm,,Contractor,"Bown Commons, LLC","{'original_id': 8619, 'Name': 'Bown Commons, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8620,Firm,,Contractor,"BPRK Investments, LLC","{'original_id': 8620, 'Name': 'BPRK Investments, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8621,Firm,,Contractor,Buckley Real Estate Inc.,"{'original_id': 8621, 'Name': 'Buckley Real Estate Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8622,Firm,,Contractor,C&S Holdings Corporation,"{'original_id': 8622, 'Name': 'C&S Holdings Corporation', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8623,Firm,,Contractor,Capital Christian Center Incorporated,"{'original_id': 8623, 'Name': 'Capital Christian Center Incorporated', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8627,Firm,,Contractor,"Cloud Berry, LLC","{'original_id': 8627, 'Name': 'Cloud Berry, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8628,Firm,,Contractor,Eighth and Main LLC,"{'original_id': 8628, 'Name': 'Eighth and Main LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8632,Firm,,Contractor,"Blast Properties, LLC","{'original_id': 8632, 'Name': 'Blast Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8633,Firm,,Contractor,"Front Street Condominiums Association, Inc.","{'original_id': 8633, 'Name': 'Front Street Condominiums Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8634,Firm,,Contractor,Boyd Remodeling and Construction LLC,"{'original_id': 8634, 'Name': 'Boyd Remodeling and Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8635,Firm,Financial Services,Bank,Home Federal Bank,"{'original_id': 8635, 'Name': 'Home Federal Bank', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8637,Firm,Property Management,Contractor,"Huff Properties, LLC","{'original_id': 8637, 'Name': 'Huff Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Property Management', 'Entity Subgroup ID': 'Contractor'}"
8638,Firm,,Contractor,"Idaho State Regional Center, LLC","{'original_id': 8638, 'Name': 'Idaho State Regional Center, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8640,Firm,,Contractor,Cindy Wageman L.L.C.,"{'original_id': 8640, 'Name': 'Cindy Wageman L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8643,Firm,,Contractor,New Dimension Construction & Design,"{'original_id': 8643, 'Name': 'New Dimension Construction & Design', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8644,Firm,,Contractor,Taylored Construction LLC,"{'original_id': 8644, 'Name': 'Taylored Construction LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8647,Firm,,Contractor,"Matlock Place Neighborhood Association, Inc.","{'original_id': 8647, 'Name': 'Matlock Place Neighborhood Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8649,Firm,,Contractor,"Meridian Medical Plaza, L.L.C.","{'original_id': 8649, 'Name': 'Meridian Medical Plaza, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8652,Firm,,Contractor,Passive Income Inv. LLC,"{'original_id': 8652, 'Name': 'Passive Income Inv. LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8654,Firm,,Contractor,"Rolling Frito-Lay Sales, LP","{'original_id': 8654, 'Name': 'Rolling Frito-Lay Sales, LP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8656,Firm,,Contractor,"Syringa Properties Holdings, Inc.","{'original_id': 8656, 'Name': 'Syringa Properties Holdings, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8658,Firm,,Contractor,Trade Plaza Subdivision Development LLC,"{'original_id': 8658, 'Name': 'Trade Plaza Subdivision Development LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8659,Firm,Financial Services,Bank,U.S. Bank,"{'original_id': 8659, 'Name': 'U.S. Bank', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8660,Firm,,Contractor,"Water's Edge Investors, LLC","{'original_id': 8660, 'Name': ""Water's Edge Investors, LLC"", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8662,Firm,Financial Services,Bank,U.S. Bank National Associates,"{'original_id': 8662, 'Name': 'U.S. Bank National Associates', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8663,Firm,,Contractor,Westmark Credit Union,"{'original_id': 8663, 'Name': 'Westmark Credit Union', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8664,Firm,Financial Services,Bank,Zions First National Bank,"{'original_id': 8664, 'Name': 'Zions First National Bank', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8667,Firm,,Contractor,"Cosmos Properties, LLC","{'original_id': 8667, 'Name': 'Cosmos Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8668,Firm,,Contractor,"CT Holdings, LLC","{'original_id': 8668, 'Name': 'CT Holdings, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8669,Firm,,Contractor,Idadiv Financial Services,"{'original_id': 8669, 'Name': 'Idadiv Financial Services', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8671,Firm,,Contractor,"Northolme, LLC","{'original_id': 8671, 'Name': 'Northolme, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8673,Agency,,Public Agency,U.S. Bureau of Reclamation,"{'original_id': 8673, 'Name': 'U.S. Bureau of Reclamation', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8674,Firm,,Contractor,"Charter School Fund-Oro Valley, LLC (The)","{'original_id': 8674, 'Name': 'Charter School Fund-Oro Valley, LLC (The)', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8686,Firm,,Contractor,620 S. 9th Street LLC,"{'original_id': 8686, 'Name': '620 S. 9th Street LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8687,Firm,,Contractor,"Agora Condominiums Owners Association, Inc.","{'original_id': 8687, 'Name': 'Agora Condominiums Owners Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8688,Firm,,Contractor,"Blackhawk/Meridian, LLC","{'original_id': 8688, 'Name': 'Blackhawk/Meridian, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8690,Firm,,Contractor,Carriage Hill North LLC,"{'original_id': 8690, 'Name': 'Carriage Hill North LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8691,Firm,,Contractor,"Copperleaf Properties, LLC","{'original_id': 8691, 'Name': 'Copperleaf Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8695,Firm,Title Company,Title Company	,First American Title Company,"{'original_id': 8695, 'Name': 'First American Title Company', 'Entity Group ID': 'Firm', 'Entity Category': 'Title Company', 'Entity Subgroup ID': 'Title Company\t'}"
8697,Firm,,Contractor,"Havasu Creek, L.L.C.","{'original_id': 8697, 'Name': 'Havasu Creek, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8698,Firm,,Contractor,J.R. Schwenkfelder and Bonnie P. Schwenkfelder Limited Partnership,"{'original_id': 8698, 'Name': 'J.R. Schwenkfelder and Bonnie P. Schwenkfelder Limited Partnership', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8701,Firm,,Contractor,"LG Investments, LLC","{'original_id': 8701, 'Name': 'LG Investments, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8702,Firm,,Contractor,"Lake Hazel Village Partners, LLLP","{'original_id': 8702, 'Name': 'Lake Hazel Village Partners, LLLP', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8709,Firm,,Contractor,"Millennium Properties, LLC","{'original_id': 8709, 'Name': 'Millennium Properties, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8711,Firm,,Contractor,Picket Pin LLC,"{'original_id': 8711, 'Name': 'Picket Pin LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8717,Firm,,Contractor,"Sawtooth Homes, Inc.","{'original_id': 8717, 'Name': 'Sawtooth Homes, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8718,Firm,,Contractor,"Shamrock Farms, Inc.","{'original_id': 8718, 'Name': 'Shamrock Farms, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8723,Firm,,Contractor,"Trustee Services, Inc.","{'original_id': 8723, 'Name': 'Trustee Services, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8726,Firm,,Contractor,"BB Two, LLC","{'original_id': 8726, 'Name': 'BB Two, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8727,Firm,,Contractor,"Bayside Capital Co., Inc.","{'original_id': 8727, 'Name': 'Bayside Capital Co., Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8731,Firm,,Contractor,"EP, LLC","{'original_id': 8731, 'Name': 'EP, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8732,Firm,,Contractor,"Fairview Lakes, L.L.C.","{'original_id': 8732, 'Name': 'Fairview Lakes, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8733,Firm,,Contractor,"Fliteline Condominium Owner's Association, Inc.","{'original_id': 8733, 'Name': ""Fliteline Condominium Owner's Association, Inc."", 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8736,Firm,,Contractor,Idaho Capital,"{'original_id': 8736, 'Name': 'Idaho Capital', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8739,Firm,,Contractor,Lazy P Limited Partnership,"{'original_id': 8739, 'Name': 'Lazy P Limited Partnership', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8742,Firm,,Contractor,"Phillippi Plaza Apartments, LLC","{'original_id': 8742, 'Name': 'Phillippi Plaza Apartments, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8750,Firm,,Builder,"Wyngale Homes, Inc.","{'original_id': 8750, 'Name': 'Wyngale Homes, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Builder'}"
8754,Agency,School,Public Agency,Vallivue School District No. 139,"{'original_id': 8754, 'Name': 'Vallivue School District No. 139', 'Entity Group ID': 'Agency', 'Entity Category': 'School', 'Entity Subgroup ID': 'Public Agency'}"
8755,Agency,Government Agency,Public Agency,Urban Renewal Agency of the City of Caldwell,"{'original_id': 8755, 'Name': 'Urban Renewal Agency of the City of Caldwell', 'Entity Group ID': 'Agency', 'Entity Category': 'Government Agency', 'Entity Subgroup ID': 'Public Agency'}"
8756,Agency,School,Public Agency,West Ada School District,"{'original_id': 8756, 'Name': 'West Ada School District', 'Entity Group ID': 'Agency', 'Entity Category': 'School', 'Entity Subgroup ID': 'Public Agency'}"
8757,Agency,,Public Agency,Boise City/Ada County Housing Authority,"{'original_id': 8757, 'Name': 'Boise City/Ada County Housing Authority', 'Entity Group ID': 'Agency', 'Entity Category': None, 'Entity Subgroup ID': 'Public Agency'}"
8758,Agency,Government Agency,Public Agency,Idaho State Building Authority,"{'original_id': 8758, 'Name': 'Idaho State Building Authority', 'Entity Group ID': 'Agency', 'Entity Category': 'Government Agency', 'Entity Subgroup ID': 'Public Agency'}"
8760,Firm,,Contractor,"Hoot Nanney Farms, Inc.","{'original_id': 8760, 'Name': 'Hoot Nanney Farms, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8765,Agency,Government Agency,Public Agency,Urban Renewal Agency for the City of Meridian,"{'original_id': 8765, 'Name': 'Urban Renewal Agency for the City of Meridian', 'Entity Group ID': 'Agency', 'Entity Category': 'Government Agency', 'Entity Subgroup ID': 'Public Agency'}"
8766,Firm,Financial Services,Bank,Idaho Central Credit Union,"{'original_id': 8766, 'Name': 'Idaho Central Credit Union', 'Entity Group ID': 'Firm', 'Entity Category': 'Financial Services', 'Entity Subgroup ID': 'Bank'}"
8773,Firm,Engineering - Civil,Engineer,"EDM Partners, LLC","{'original_id': 8773, 'Name': 'EDM Partners, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Engineering - Civil', 'Entity Subgroup ID': 'Engineer'}"
8777,Firm,,Contractor,"Idaho State Fire Commissioners Association, Inc.","{'original_id': 8777, 'Name': 'Idaho State Fire Commissioners Association, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8779,Firm,,Contractor,"U.S. Modular Group, Inc.","{'original_id': 8779, 'Name': 'U.S. Modular Group, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8780,Firm,,Contractor,Oakwood Construction Co.,"{'original_id': 8780, 'Name': 'Oakwood Construction Co.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8781,Firm,,Contractor,"Northern Lights Electric, L.L.C.","{'original_id': 8781, 'Name': 'Northern Lights Electric, L.L.C.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8782,Firm,,Contractor,Center Fire Construction,"{'original_id': 8782, 'Name': 'Center Fire Construction', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8783,Firm,,Contractor,Dan Mitchell Electric,"{'original_id': 8783, 'Name': 'Dan Mitchell Electric', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8784,Firm,,Contractor,"McClaran Electric, LLC","{'original_id': 8784, 'Name': 'McClaran Electric, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8788,Firm,,Contractor,Carson Roofing LLC,"{'original_id': 8788, 'Name': 'Carson Roofing LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8789,Firm,,Contractor,Landmark Construction Management LLC,"{'original_id': 8789, 'Name': 'Landmark Construction Management LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8790,Firm,,Contractor,"R.C. Hunt Electric, Inc.","{'original_id': 8790, 'Name': 'R.C. Hunt Electric, Inc.', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
8792,Firm,,Architect,"Hatch Design Architecture, PLLC","{'original_id': 8792, 'Name': 'Hatch Design Architecture, PLLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Architect'}"
8798,Firm,Other,Contractor,"Frontline Seminars, LLC","{'original_id': 8798, 'Name': 'Frontline Seminars, LLC', 'Entity Group ID': 'Firm', 'Entity Category': 'Other', 'Entity Subgroup ID': 'Contractor'}"
8802,Firm,,Contractor,"Bobkat Enterprises, LLC","{'original_id': 8802, 'Name': 'Bobkat Enterprises, LLC', 'Entity Group ID': 'Firm', 'Entity Category': None, 'Entity Subgroup ID': 'Contractor'}"
