original_id,entity_group_id,entity_category,entity_subgroup_id,confidence,candidates,ID,Entity Group ID,Entity Subgroup ID,Entity Category,Name,IDSOS Name,status
8779,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 95.0, 'reasoning': ""The name and input subgroup indicate a construction-related contractor, with no specialty specified. Per rules, this should be 'Contractor' with 'General' as the subgroup.""}]",8779,Firm,Contractor,,"U.S. Modular Group, Inc.","U.S. MODULAR GROUP, INC.",7.0
8780,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 95.0, 'reasoning': ""The name includes 'Construction' and the input subgroup is 'Contractor', so per rules, this is a 'Contractor' with 'General' as the subgroup.""}]",8780,Firm,Contractor,,Oakwood Construction Co.,OAKWOOD CONSTRUCTION CO.,7.0
8781,Private,Contractor,Electrical,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name includes 'Electric', which strongly suggests a specialty in electrical contracting, but if this is a general contractor who also does electrical, 'General' could apply.""}]",8781,Firm,Contractor,,"Northern Lights Electric, L.L.C.","NORTHERN LIGHTS ELECTRIC, L.L.C.",7.0
8782,Private,Contractor,Fire,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""The name 'Center Fire Construction' could refer to fire-related specialty contracting, but if not, it could be a general contractor.""}]",8782,Firm,Contractor,,Center Fire Construction,CENTER FIRE CONSTRUCTION,7.0
8783,Private,Contractor,Electrical,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name includes 'Electric', which strongly suggests a specialty in electrical contracting, but if this is a general contractor who also does electrical, 'General' could apply.""}]",8783,Firm,Contractor,,Dan Mitchell Electric,Dan Mitchell Electric,7.0
8784,Private,Contractor,Electrical,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name includes 'Electric', which strongly suggests a specialty in electrical contracting, but if this is a general contractor who also does electrical, 'General' could apply.""}]",8784,Firm,Contractor,,"McClaran Electric, LLC","McClaran Electric, LLC",7.0
8788,Private,Contractor,Roofing,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 50.0, 'reasoning': ""The name includes 'Roofing', which strongly suggests a specialty in roofing contracting, but if this is a general contractor who also does roofing, 'General' could apply.""}]",8788,Firm,Contractor,,Carson Roofing LLC,CARSON ROOFING LLC,7.0
8789,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name includes 'Construction Management', which could indicate a builder, but without explicit mention of 'Builder' or 'Homes', 'Contractor' is more appropriate.""}]",8789,Firm,Contractor,,Landmark Construction Management LLC,LANDMARK CONSTRUCTION MANAGEMENT LLC,7.0
8790,Private,Contractor,Electrical,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Inspection', 'entity_subgroup_id': 'Electrical', 'confidence': 20.0, 'reasoning': ""The name includes 'Electric', but there is no indication of inspection services, so 'Contractor' is the best fit.""}]",8790,Firm,Contractor,,"R.C. Hunt Electric, Inc.","R.C. HUNT ELECTRIC, INC.",7.0
8792,Private,Architect,,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Design', 'confidence': 30.0, 'reasoning': ""The name includes 'Design', which could indicate engineering, but 'Architecture' is explicit and takes precedence.""}]",8792,Firm,Architect,,"Hatch Design Architecture, PLLC","Hatch Design Architecture, PLLC",7.0
8798,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 30.0, 'reasoning': ""The name 'Frontline Seminars' does not indicate construction or contracting activity, so 'Other' is more appropriate.""}]",8798,Firm,Contractor,Other,"Frontline Seminars, LLC","FRONTLINE SEMINARS, LLC",6.0
8802,Private,Contractor,General,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 20.0, 'reasoning': ""The name 'Bobkat Enterprises' is generic, but the subgroup 'Contractor' supports the Contractor classification.""}]",8802,Firm,Contractor,,"Bobkat Enterprises, LLC","BOBKAT ENTERPRISES, LLC",7.0
8803,Private,Contractor,Remodeling,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Residential', 'confidence': 60.0, 'reasoning': ""The name includes 'Remodeling', which is most consistent with a Contractor specializing in remodeling. However, some remodeling firms may also act as residential builders, but there is no explicit indication of new construction.""}]",8803,Firm,Contractor,,David Begley Remodeling LLC,DAVID BEGLEY REMODELING LLC,7.0
8804,Private,Contractor,Mechanical,97.0,"[{'entity_group_id': 'Private', 'entity_category': 'Engineering', 'entity_subgroup_id': 'Mechanical', 'confidence': 40.0, 'reasoning': ""The name 'Excel Mechanical' strongly suggests a mechanical contractor, but in rare cases, it could refer to an engineering firm. The default should be contractor unless otherwise specified.""}]",8804,Firm,Contractor,,Excel Mechanical LLC,EXCEL MECHANICAL LLC,7.0
8805,Private,Other,,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Real Estate', 'entity_subgroup_id': 'Land', 'confidence': 60.0, 'reasoning': ""The name 'Rustic Acres MHC' (Manufactured Home Community) suggests property management or real estate, but with only 'Contractor' as the subgroup, 'Other' is safest. If more context was available, 'Real Estate' with 'Land' could be considered.""}]",8805,Firm,Contractor,,"Rustic Acres MHC, LLC","RUSTIC ACRES MHC, LLC",6.0
8806,Private,Contractor,Plumbing,99.0,[],8806,Firm,Contractor,,Naillon Plumbing,NAILLON PLUMBING,7.0
8807,Private,Contractor,Electrical,99.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 40.0, 'reasoning': ""The name includes both 'Electric' and 'Construction', which could indicate a general contractor, but the presence of 'Electric' as the specialty is more specific and should take precedence.""}]",8807,Firm,Contractor,,"Terra Electric Construction, Inc.","TERRA ELECTRIC CONSTRUCTION, INC.",7.0
8810,Private,Contractor,Electrical,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name includes 'Electric', which strongly suggests an electrical contractor, but if the business does more than electrical work, 'General' could apply.""}]",8810,Firm,Contractor,,"All Idaho Electric, Inc","ALL IDAHO ELECTRIC, INC",7.0
8811,Private,Homeowners Association,,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name is clearly a condominium association, which matches the Homeowners Association category, but if not, 'Other' could be considered.""}]",8811,Firm,Contractor,,"Building Eight Condominium Association, Inc.","BUILDING EIGHT CONDOMINIUM ASSOCIATION, INC.",7.0
8812,Private,Contractor,"Landscape, Lawn Care",90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 50.0, 'reasoning': ""The name 'Outdoor Service' suggests landscaping or lawn care, but if the business is more general, 'General' could apply.""}]",8812,Firm,Contractor,,Carlisle Outdoor Service,CARLISLE OUTDOOR SERVICE,7.0
8813,Private,Contractor,General,70.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""The name 'Sixty Percent LLC' does not indicate a specific specialty, so 'General' is most likely, but if not a contractor, 'Other' could apply.""}]",8813,Firm,Contractor,,Sixty Percent LLC,SIXTY PERCENT LLC,6.0
8814,Private,Contractor,General,95.0,[],8814,Firm,Contractor,,A P Contracting,A P CONTRACTING,7.0
8816,Private,Contractor,Landscape,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Landscape', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name contains 'Landscaping', which could suggest a Landscape contractor or a Landscape service. However, per rules, if 'Contractor' is present, default to Contractor with specialty if known.""}]",8816,Firm,Contractor,,Jon Irby Landscaping LLC,JON IRBY LANDSCAPING LLC,7.0
8820,Private,Real Estate,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 60.0, 'reasoning': ""The name and 'Property Rental' suggest property management, which is most closely related to Real Estate. 'Contractor' is not appropriate here.""}]",8820,Firm,Contractor,Property Management,"Property Rental People, LLC","PROPERTY RENTAL PEOPLE, LLC",7.0
8824,Private,Contractor,Electrical,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""'Technologies' in the name often refers to electrical or technology contracting. If not certain, 'General' could be used, but electrical is more likely.""}]",8824,Firm,Contractor,,"Faith Technologies, Inc.","FAITH TECHNOLOGIES, INC.",7.0
8825,Private,Contractor,General,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 40.0, 'reasoning': ""No specialty is indicated in the name or other fields, so 'General' is the best fit for a contractor.""}]",8825,Firm,Contractor,,RK Custom,RK CUSTOM,7.0
8831,Private,Real Estate,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 50.0, 'reasoning': ""'Investment Group' is most commonly associated with real estate investment, so Real Estate is the best fit. 'Other' could be used if there is uncertainty.""}]",8831,Firm,Contractor,Other,Alpine Investment Group LLC,ALPINE INVESTMENT GROUP LLC,7.0
8832,Private,Real Estate,Residential,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name and original category suggest a real estate company focused on residential properties, but 'Contractor' in the subgroup could indicate construction activity. However, 'Properties' and 'RE - Residential' strongly bias toward Real Estate.""}]",8832,Firm,Contractor,RE - Residential,"Central Idaho Properties, LLC","CENTRAL IDAHO PROPERTIES, LLC",7.0
8833,Private,Other,,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Agency', 'entity_subgroup_id': 'Ancillary', 'confidence': 40.0, 'reasoning': ""Columbia Bank is a financial institution, which does not fit any of the defined categories except 'Other'. 'Agency' with 'Ancillary' could be considered, but is less accurate.""}]",8833,Firm,Bank,Financial Services,Columbia Bank,COLUMBIA BANK,6.0
8834,Private,Real Estate,Commercial,98.0,"[{'entity_group_id': 'Private', 'entity_category': 'Other', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name and original category clearly indicate a commercial real estate firm. 'Realtor' is not a valid subgroup, so 'Commercial' is most consistent.""}]",8834,Firm,Realtor,RE - Commercial,Cushman & Wakefield Pacific Commercial Realty Advisors,CUSHMAN & WAKEFIELD PACIFIC COMMERCIAL REALTY ADVISORS,7.0
8835,Private,Engineering,Civil,99.0,[],8835,Firm,Engineer,Engineering - Civil,Intermountain Engineering,"INTERMOUNTAIN ENGINEERING, PC",7.0
8837,Private,Real Estate,Commercial,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 55.0, 'reasoning': ""The name and original category suggest a commercial real estate company, but 'Contractor' in the subgroup could indicate construction. However, 'Real Estate' is more consistent with the name and category.""}]",8837,Firm,Contractor,RE - Commercial,Palouse Commercial Real Estate,PALOUSE COMMERCIAL REAL ESTATE,7.0
8839,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Residential', 'confidence': 40.0, 'reasoning': ""The name 'South Farm LLC' could suggest land or residential development, but there is no explicit indication of building activity. Defaulting to Contractor is more consistent with the input.""}]",8839,Firm,Contractor,,South Farm LLC,SOUTH FARM LLC,7.0
8840,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 35.0, 'reasoning': ""The name 'Thirteen Hectare LLC' could imply land development, but there is no explicit indication of building activity. Contractor is the safer classification.""}]",8840,Firm,Contractor,,Thirteen Hectare LLC,THIRTEEN HECTARE LLC,7.0
8841,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'JAL Investments LLC' is generic and does not indicate building or contracting, but the input subgroup is Contractor, so defaulting to Contractor is most consistent.""}]",8841,Firm,Contractor,,JAL Investments LLC,JAL Investments LLC,7.0
8842,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Residential', 'confidence': 40.0, 'reasoning': ""The name 'Cottage Investors III, LLC' could suggest residential development, but there is no explicit indication of building activity. Contractor is the more consistent classification.""}]",8842,Firm,Contractor,,"Cottage Investors III, LLC","DWELLING INVESTORS III, LLC",7.0
8844,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'NULL', 'confidence': 30.0, 'reasoning': ""The name 'Eagle Investments, LLC' is generic and does not indicate building or contracting, but the input subgroup is Contractor, so defaulting to Contractor is most consistent.""}]",8844,Firm,Contractor,,"Eagle Investments, LLC","EAGLE INVESTMENTS, LLC",7.0
8845,Private,Contractor,General,95.0,"[{'entity_group_id': 'Private', 'entity_category': 'Builder', 'entity_subgroup_id': 'Commercial', 'confidence': 60.0, 'reasoning': ""The name 'Building Services' could imply a builder, but without explicit mention of 'homes' or 'residential', Contractor is more appropriate.""}]",8845,Firm,Contractor,,"Capital City Building Services, LLC","CAPITAL CITY BUILDING SERVICES, LLC",7.0
8846,Private,Builder,Residential,90.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 70.0, 'reasoning': ""The name 'West Meadow Estates' suggests a residential development, which is typically a builder, but could also be a general contractor if not a builder.""}]",8846,Firm,Contractor,,West Meadow Estates,WEST MEADOW ESTATES,7.0
8848,Private,Real Estate,,85.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name 'Properties' strongly suggests a real estate company, but the input subgroup is 'Contractor', so there is some ambiguity.""}]",8848,Firm,Contractor,,"AWND Properties, LLC","AWND PROPERTIES, LLC",7.0
8849,Private,Other,,80.0,"[{'entity_group_id': 'Private', 'entity_category': 'Contractor', 'entity_subgroup_id': 'General', 'confidence': 60.0, 'reasoning': ""The name 'Baird Oil Co.' does not clearly fit any of the main categories, but could be a contractor if they provide oil-related services.""}]",8849,Firm,Contractor,,Baird Oil Co.,BAIRD OIL CO.,6.0
